LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,NAICSTitle
41667.0,Kailua,HI,96734,541611,Limited Liability Company,Unanswered,Male Owned,Unanswered,False,,2020-04-14T00:00:00Z,Central Pacific Bank,HI-02,Administrative management and general management consulting services
41667.0,Lahaina,HI,96761,812199,Limited Liability Company,Unanswered,Male Owned,Unanswered,False,2.0,2020-04-15T00:00:00Z,Lake Elmo Bank,HI-02,Other personal care services
41666.67,Honolulu,HI,96814,621210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-10T00:00:00Z,HawaiiUSA FCU,HI-01,Offices of dentists
41666.67,Honolulu,HI,96814,621210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-04-11T00:00:00Z,HawaiiUSA FCU,HI-01,Offices of dentists
41666.0,Honolulu,HI,96813,541110,Limited Liability Company,Asian,Male Owned,Non-Veteran,False,2.0,2020-06-15T00:00:00Z,Territorial Savings Bank,HI-01,Offices of lawyers
41666.0,Kailua,HI,96734,621111,Corporation,Unanswered,Unanswered,Unanswered,False,,2020-04-14T00:00:00Z,Central Pacific Bank,HI-02,Offices of physicians (except mental health specialists)
41665.65,Honolulu,HI,96822,238220,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,False,2.0,2020-04-27T00:00:00Z,HawaiiUSA FCU,HI-01,Plumbing and hvac contractors
41665.0,Honolulu,HI,96816,611511,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-03T00:00:00Z,Central Pacific Bank,HI-01,Cosmetology and barber schools
41665.0,Honolulu,HI,96814,541310,Limited Liability Company,Asian,Unanswered,Unanswered,False,2.0,2020-04-10T00:00:00Z,HawaiiUSA FCU,HI-01,Architectural services
41665.0,Aiea,HI,96701,999990,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,,2020-04-28T00:00:00Z,Bank of Hawaii,HI-01,Unclassified
41665.0,Aiea,HI,96701,531390,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,4.0,2020-05-07T00:00:00Z,HawaiiUSA FCU,HI-01,Other activities related to real estate
41665.0,Honolulu,HI,96813,323113,Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-27T00:00:00Z,Bank of Hawaii,HI-01,Commercial screen printing
41665.0,Honolulu,HI,96822,711320,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,False,0.0,2020-04-30T00:00:00Z,Central Pacific Bank,HI-01,"Promoters of performing arts, sports, and similar events without facilities"
41665.0,Honolulu,HI,96819,487110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-07T00:00:00Z,Bank of Hawaii,HI-01,"Scenic and sightseeing transportation, land"
41617.0,Honolulu,HI,96814,722511,Corporation,Unanswered,Unanswered,Unanswered,False,4.0,2020-08-08T00:00:00Z,HawaiiUSA FCU,HI-01,Full-service restaurants
41600.0,Wailuku,HI,96793,722410,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,14.0,2020-04-05T00:00:00Z,"American Savings Bank, FSB",HI-02,Drinking places (alcoholic beverages)
41600.0,Honolulu,HI,96819,532412,Corporation,Asian,Male Owned,Non-Veteran,False,3.0,2020-04-28T00:00:00Z,Hawaii National Bank,HI-01,"Construction, mining, and forestry machinery and equipment rental and leasing"
41600.0,Honolulu,HI,96813,621111,Limited Liability Company,Asian,Male Owned,Unanswered,False,2.0,2020-04-07T00:00:00Z,"American Savings Bank, FSB",HI-01,Offices of physicians (except mental health specialists)
41600.0,Hilo,HI,96720,621320,Corporation,Unanswered,Unanswered,Unanswered,False,4.0,2020-04-28T00:00:00Z,HomeStreet Bank,HI-02,Offices of optometrists
41600.0,Honolulu,HI,96813,541990,Limited Liability Company,Unanswered,Male Owned,Unanswered,False,2.0,2020-04-08T00:00:00Z,Hawaii National Bank,HI-01,"All other professional, scientific, and technical services"
41600.0,Honolulu,HI,96822,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,5.0,2020-04-09T00:00:00Z,Central Pacific Bank,HI-01,Religious organizations
41600.0,Honolulu,HI,96819,453220,Corporation,Unanswered,Unanswered,Unanswered,False,4.0,2020-04-09T00:00:00Z,Central Pacific Bank,HI-01,"Gift, novelty, and souvenir stores"
41600.0,Honolulu,HI,96815,531312,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-05-02T00:00:00Z,"American Savings Bank, FSB",HI-01,Nonresidential property managers
41585.0,Waipahu,HI,96797,238220,Corporation,Unanswered,Unanswered,Unanswered,False,5.0,2020-04-28T00:00:00Z,Bank of Hawaii,HI-01,Plumbing and hvac contractors
41582.0,Waipahu,HI,96797,524210,Corporation,Unanswered,Unanswered,Unanswered,False,3.0,2020-04-27T00:00:00Z,Bank of Hawaii,HI-01,Insurance agencies and brokerages
41577.5,Honolulu,HI,96813,541199,Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-27T00:00:00Z,First Hawaiian Bank,HI-01,All other legal services
41545.0,Kilauea,HI,96754,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,,2020-04-10T00:00:00Z,Bank of Hawaii,HI-02,New single-family housing construction (except for-sale builders)
41542.5,Kapolei,HI,96709,238210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,3.0,2020-04-15T00:00:00Z,First Hawaiian Bank,HI-02,Electrical and wiring contractors
41535.0,Honolulu,HI,96826,621210,Corporation,Unanswered,Unanswered,Unanswered,False,6.0,2020-04-27T00:00:00Z,First Hawaiian Bank,HI-01,Offices of dentists
41520.0,Kaneohe,HI,96744,444220,Limited Liability Company,Unanswered,Female Owned,Non-Veteran,False,4.0,2020-04-27T00:00:00Z,Bank of Hawaii,HI-02,"Nursery, garden, and farm supply stores"
41515.0,Makawao,HI,96768,541330,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,,2020-04-13T00:00:00Z,Bank of Hawaii,HI-02,Engineering services
41510.0,Honolulu,HI,96816,713940,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,,2020-04-15T00:00:00Z,Bank of Hawaii,HI-01,Fitness and recreational sports centers
41500.0,Kahului,HI,96732,722511,Corporation,Unanswered,Unanswered,Unanswered,False,7.0,2020-05-07T00:00:00Z,"American Savings Bank, FSB",HI-02,Full-service restaurants
41500.0,Honolulu,HI,96814,448140,Corporation,Unanswered,Unanswered,Unanswered,False,0.0,2020-04-30T00:00:00Z,Central Pacific Bank,HI-01,Family clothing stores
41500.0,Honolulu,HI,96815,512250,Corporation,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-07T00:00:00Z,Central Pacific Bank,HI-01,Record production and distribution
41500.0,Honolulu,HI,96822,236116,Corporation,Unanswered,Unanswered,Unanswered,False,10.0,2020-04-07T00:00:00Z,"American Savings Bank, FSB",HI-01,New multifamily housing construction (except for-sale builders)
41500.0,Honolulu,HI,96813,442110,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,5.0,2020-04-08T00:00:00Z,"American Savings Bank, FSB",HI-01,Furniture stores
41485.0,Haiku,HI,96708,314120,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-27T00:00:00Z,Bank of Hawaii,HI-02,Curtain and linen mills
41482.5,Honolulu,HI,96830,813211,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,6.0,2020-04-29T00:00:00Z,First Hawaiian Bank,HI-01,Grantmaking foundations
41480.0,Lahaina,HI,96761,236118,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,5.0,2020-04-27T00:00:00Z,Bank of Hawaii,HI-02,Residential remodelers
41472.0,Waimanalo,HI,96795,541810,Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-05-05T00:00:00Z,WebBank,HI-02,Advertising agencies
41415.0,Kailua Kona,HI,96740,722513,Limited Liability Company,Unanswered,Female Owned,Non-Veteran,False,8.0,2020-04-27T00:00:00Z,Bank of Hawaii,HI-02,Limited-service restaurants
41400.0,Honolulu,HI,96814,621210,Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-04T00:00:00Z,Central Pacific Bank,HI-01,Offices of dentists
41400.0,Kailua,HI,96734,621210,Corporation,Unanswered,Unanswered,Unanswered,False,7.0,2020-04-05T00:00:00Z,Central Pacific Bank,HI-02,Offices of dentists
41400.0,Honolulu,HI,96816,531210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,3.0,2020-04-07T00:00:00Z,Central Pacific Bank,HI-01,Offices of real estate agents and brokers
41400.0,Lihue,HI,96766,722511,Corporation,Unanswered,Unanswered,Unanswered,False,8.0,2020-04-08T00:00:00Z,Central Pacific Bank,HI-02,Full-service restaurants
41400.0,Kaneohe,HI,96744,424130,Corporation,Unanswered,Unanswered,Unanswered,False,9.0,2020-04-08T00:00:00Z,First Hawaiian Bank,HI-02,Industrial and personal service paper merchant wholesalers
41400.0,Honolulu,HI,96814,621111,Corporation,White,Male Owned,Non-Veteran,False,4.0,2020-04-15T00:00:00Z,First Hawaiian Bank,HI-01,Offices of physicians (except mental health specialists)
41370.0,Hilo,HI,96720,621210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,,2020-04-28T00:00:00Z,CU Hawaii FCU,HI-02,Offices of dentists
41362.5,Kaneohe,HI,96744,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,7.0,2020-05-01T00:00:00Z,First Hawaiian Bank,HI-02,Religious organizations
41341.0,Lihue,HI,96766,541211,Corporation,Unanswered,Male Owned,Unanswered,False,3.0,2020-05-01T00:00:00Z,"Kabbage, Inc.",HI-02,Offices of certified public accountants
41333.06,Kailua Kona,HI,96740,541430,Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-05-13T00:00:00Z,Celtic Bank Corporation,HI-02,Graphic design services
41327.0,Kailua Kona,HI,96740,238140,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-12T00:00:00Z,Central Pacific Bank,HI-02,Masonry contractors
41300.0,Pearl City,HI,96782,561990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,4.0,2020-04-28T00:00:00Z,"American Savings Bank, FSB",HI-01,All other support services
41300.0,Kailua Kona,HI,96740,621210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-04-29T00:00:00Z,Central Pacific Bank,HI-02,Offices of dentists
41300.0,Wahiawa,HI,96786,531110,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,3.0,2020-04-15T00:00:00Z,Comerica Bank,HI-02,Lessors of residential buildings and dwellings
41300.0,Honolulu,HI,96814,611620,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,2.0,2020-04-10T00:00:00Z,"American Savings Bank, FSB",HI-01,Sports and recreation instruction
41300.0,Waianae,HI,96792,722410,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-06T00:00:00Z,"American Savings Bank, FSB",HI-02,Drinking places (alcoholic beverages)
41300.0,Kapolei,HI,96707,722511,Corporation,Unanswered,Unanswered,Unanswered,False,8.0,2020-04-05T00:00:00Z,Central Pacific Bank,HI-02,Full-service restaurants
41300.0,Honolulu,HI,96826,541110,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,False,5.0,2020-04-06T00:00:00Z,"American Savings Bank, FSB",HI-01,Offices of lawyers
41300.0,Kaneohe,HI,96744,236116,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,6.0,2020-04-13T00:00:00Z,"American Savings Bank, FSB",HI-02,New multifamily housing construction (except for-sale builders)
41300.0,Honolulu,HI,96816,621320,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,5.0,2020-04-08T00:00:00Z,Central Pacific Bank,HI-01,Offices of optometrists
41300.0,Waipahu,HI,96797,524210,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,False,,2020-04-08T00:00:00Z,Bank of Hawaii,HI-01,Insurance agencies and brokerages
41300.0,Pearl City,HI,96782,722513,Corporation,Asian,Male Owned,Non-Veteran,False,12.0,2020-04-28T00:00:00Z,Hawaii National Bank,HI-01,Limited-service restaurants
41250.0,Honolulu,HI,96814,423990,Limited Liability Company,Unanswered,Male Owned,Non-Veteran,False,3.0,2020-04-07T00:00:00Z,Bank of Hawaii,HI-01,Other miscellaneous durable goods merchant wholesalers
41250.0,Kilauea,HI,96754,531110,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,4.0,2020-04-09T00:00:00Z,Bank of Hawaii,HI-02,Lessors of residential buildings and dwellings
41247.0,Kailua Kona,HI,96740,541330,Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-05-13T00:00:00Z,Bank of Hawaii,HI-02,Engineering services
41242.5,Honolulu,HI,96814,311352,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,15.0,2020-04-29T00:00:00Z,First Hawaiian Bank,HI-01,Confectionery manufacturing from purchased chocolate
41240.0,Honolulu,HI,96813,448320,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,6.0,2020-04-30T00:00:00Z,First Hawaiian Bank,HI-01,Luggage and leather goods stores
41225.0,Kapaa,HI,96746,445120,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,7.0,2020-04-27T00:00:00Z,First Hawaiian Bank,HI-02,Convenience stores
41200.0,Honolulu,HI,96814,999990,Corporation,Unanswered,Unanswered,Unanswered,False,7.0,2020-04-28T00:00:00Z,"American Savings Bank, FSB",HI-01,Unclassified
41200.0,Honolulu,HI,96814,621210,Corporation,Unanswered,Unanswered,Unanswered,False,3.0,2020-04-03T00:00:00Z,Central Pacific Bank,HI-01,Offices of dentists
41200.0,Honolulu,HI,96817,445110,Limited Liability Company,Asian,Male Owned,Non-Veteran,False,10.0,2020-04-05T00:00:00Z,"American Savings Bank, FSB",HI-01,Supermarkets and other grocery retailers (except convenience retailers)
41200.0,Wailuku,HI,96793,236117,Corporation,Unanswered,Unanswered,Unanswered,False,3.0,2020-04-05T00:00:00Z,"American Savings Bank, FSB",HI-02,New housing for-sale builders
41200.0,Kapaa,HI,96746,111421,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,4.0,2020-04-05T00:00:00Z,Central Pacific Bank,HI-02,Nursery and tree production
41200.0,Haiku,HI,96708,541330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,4.0,2020-04-13T00:00:00Z,"American Savings Bank, FSB",HI-02,Engineering services
41200.0,Lahaina,HI,96761,531210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,,2020-04-13T00:00:00Z,Bank of Hawaii,HI-02,Offices of real estate agents and brokers
41200.0,Honolulu,HI,96826,339910,Partnership,Unanswered,Unanswered,Unanswered,False,6.0,2020-04-27T00:00:00Z,Central Pacific Bank,HI-01,Jewelry and silverware manufacturing
41200.0,Hilo,HI,96720,442110,Corporation,Unanswered,Unanswered,Unanswered,False,5.0,2020-04-14T00:00:00Z,"American Savings Bank, FSB",HI-02,Furniture stores
41200.0,Honolulu,HI,96817,621112,Limited Liability Company,Asian,Female Owned,Non-Veteran,False,7.0,2020-04-07T00:00:00Z,First Hawaiian Bank,HI-01,"Offices of physicians, mental health specialists"
41200.0,Kapolei,HI,96707,621399,Limited Liability Company,Asian,Female Owned,Non-Veteran,False,5.0,2020-04-15T00:00:00Z,Central Pacific Bank,HI-02,Offices of all other miscellaneous health practitioners
41200.0,Honolulu,HI,96815,448140,Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-28T00:00:00Z,First Hawaiian Bank,HI-01,Family clothing stores
41200.0,Laie,HI,96762,722513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,7.0,2020-05-02T00:00:00Z,"American Savings Bank, FSB",HI-02,Limited-service restaurants
41149.0,Lihue,HI,96766,813319,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,3.0,2020-04-29T00:00:00Z,First Hawaiian Bank,HI-02,Other social advocacy organizations
41130.0,Lihue,HI,96766,561520,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,9.0,2020-06-17T00:00:00Z,First Hawaiian Bank,HI-02,Tour operators
41100.0,Kailua,HI,96734,722410,Corporation,White,Male Owned,Non-Veteran,False,7.0,2020-04-29T00:00:00Z,Hawaii National Bank,HI-02,Drinking places (alcoholic beverages)
41100.0,Honolulu,HI,96817,621111,Sole Proprietorship,Asian,Male Owned,Non-Veteran,False,3.0,2020-04-05T00:00:00Z,"American Savings Bank, FSB",HI-01,Offices of physicians (except mental health specialists)
41100.0,Honolulu,HI,96819,311512,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,5.0,2020-04-14T00:00:00Z,Central Pacific Bank,HI-01,Creamery butter manufacturing
41100.0,Honolulu,HI,96816,621111,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-06T00:00:00Z,Central Pacific Bank,HI-01,Offices of physicians (except mental health specialists)
41100.0,Lihue,HI,96766,811411,Limited Liability Company,White,Unanswered,Unanswered,False,5.0,2020-04-07T00:00:00Z,Central Pacific Bank,HI-02,Home and garden equipment repair and maintenance
41100.0,Honolulu,HI,96814,621210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,7.0,2020-04-30T00:00:00Z,First Hawaiian Bank,HI-01,Offices of dentists
41100.0,Hilo,HI,96720,621210,Corporation,Unanswered,Unanswered,Unanswered,False,6.0,2020-04-07T00:00:00Z,First Hawaiian Bank,HI-02,Offices of dentists
41100.0,Kaneohe,HI,96744,621210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,3.0,2020-04-07T00:00:00Z,Central Pacific Bank,HI-02,Offices of dentists
41100.0,Honolulu,HI,96817,722410,Corporation,Unanswered,Unanswered,Unanswered,False,6.0,2020-04-08T00:00:00Z,"American Savings Bank, FSB",HI-01,Drinking places (alcoholic beverages)
41100.0,Wailuku,HI,96793,453998,Corporation,Unanswered,Unanswered,Unanswered,False,8.0,2020-04-09T00:00:00Z,Central Pacific Bank,HI-02,Store retailers not specified elsewhere
41100.0,Honolulu,HI,96819,541810,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,12.0,2020-04-09T00:00:00Z,First Hawaiian Bank,HI-01,Advertising agencies
41080.0,Honolulu,HI,96826,541990,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-28T00:00:00Z,First Hawaiian Bank,HI-01,"All other professional, scientific, and technical services"
41075.0,Keaau,HI,96749,623220,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,15.0,2020-04-28T00:00:00Z,First Hawaiian Bank,HI-02,Residential mental health and substance abuse facilities
41015.0,Kihei,HI,96753,722511,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,9.0,2020-04-27T00:00:00Z,Bank of Hawaii,HI-02,Full-service restaurants
41009.0,Pearl City,HI,96782,238990,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,False,0.0,2020-05-07T00:00:00Z,Central Pacific Bank,HI-01,All other specialty trade contractors
41000.0,Honolulu,HI,96816,541618,Limited Liability Company,Asian,Female Owned,Non-Veteran,False,4.0,2020-04-15T00:00:00Z,Hawaii National Bank,HI-01,Other management consulting services
41000.0,Hilo,HI,96720,441310,Corporation,Unanswered,Unanswered,Unanswered,False,6.0,2020-04-29T00:00:00Z,"American Savings Bank, FSB",HI-02,Automotive parts and accessories stores
41000.0,Wahiawa,HI,96786,441310,Corporation,Unanswered,Unanswered,Unanswered,False,3.0,2020-04-10T00:00:00Z,Central Pacific Bank,HI-02,Automotive parts and accessories stores
41000.0,Kailua Kona,HI,96740,531210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,4.0,2020-04-13T00:00:00Z,Bank of Hawaii,HI-02,Offices of real estate agents and brokers
41000.0,Kalaheo,HI,96741,621111,Limited Liability Company,Unanswered,Female Owned,Non-Veteran,False,3.0,2020-04-13T00:00:00Z,First Hawaiian Bank,HI-02,Offices of physicians (except mental health specialists)
41000.0,Honolulu,HI,96819,811111,Corporation,Unanswered,Unanswered,Unanswered,False,3.0,2020-04-13T00:00:00Z,Central Pacific Bank,HI-01,General automotive repair
41000.0,Honolulu,HI,96813,621111,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,5.0,2020-04-06T00:00:00Z,Central Pacific Bank,HI-01,Offices of physicians (except mental health specialists)
41000.0,Kailua Kona,HI,96740,722511,Corporation,Unanswered,Unanswered,Unanswered,False,11.0,2020-04-28T00:00:00Z,Central Pacific Bank,HI-02,Full-service restaurants
41000.0,Kihei,HI,96753,926140,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,6.0,2020-04-07T00:00:00Z,"American Savings Bank, FSB",HI-02,Regulation of agricultural marketing and commodities
41000.0,Hilo,HI,96720,621399,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,6.0,2020-04-28T00:00:00Z,First Hawaiian Bank,HI-02,Offices of all other miscellaneous health practitioners
41000.0,Hilo,HI,96720,813211,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,4.0,2020-04-09T00:00:00Z,First Hawaiian Bank,HI-02,Grantmaking foundations
40952.5,Haleiwa,HI,96712,447110,Corporation,Unanswered,Male Owned,Non-Veteran,False,6.0,2020-04-28T00:00:00Z,First Hawaiian Bank,HI-02,Gasoline stations with convenience stores
40940.0,Honolulu,HI,96814,541211,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,2.0,2020-05-03T00:00:00Z,Bank of Hawaii,HI-01,Offices of certified public accountants
40920.0,Honolulu,HI,96813,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,,2020-04-15T00:00:00Z,Bank of Hawaii,HI-01,Offices of physicians (except mental health specialists)
40919.0,Honolulu,HI,96813,524210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-30T00:00:00Z,First Hawaiian Bank,HI-01,Insurance agencies and brokerages
40900.0,Honolulu,HI,96819,811111,Corporation,Unanswered,Unanswered,Unanswered,False,4.0,2020-05-04T00:00:00Z,"American Savings Bank, FSB",HI-01,General automotive repair
40900.0,Honolulu,HI,96821,238210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,3.0,2020-04-05T00:00:00Z,"American Savings Bank, FSB",HI-01,Electrical and wiring contractors
40900.0,Honolulu,HI,96813,621112,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,6.0,2020-04-05T00:00:00Z,"American Savings Bank, FSB",HI-01,"Offices of physicians, mental health specialists"
40900.0,Kamuela,HI,96743,541940,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,4.0,2020-04-08T00:00:00Z,First Hawaiian Bank,HI-02,Veterinary services
40900.0,Honolulu,HI,96817,622210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,4.0,2020-04-09T00:00:00Z,"American Savings Bank, FSB",HI-01,Psychiatric and substance abuse hospitals
40891.0,Kailua Kona,HI,96740,541612,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,6.0,2020-04-30T00:00:00Z,First Hawaiian Bank,HI-02,Human resources consulting services
40880.0,Kihei,HI,96753,722515,Corporation,Unanswered,Unanswered,Unanswered,False,,2020-04-13T00:00:00Z,Bank of Hawaii,HI-02,Snack and nonalcoholic beverage bars
40815.0,Kihei,HI,96753,541330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,5.0,2020-05-15T00:00:00Z,Intuit Financing Inc.,HI-02,Engineering services
40809.0,Kamuela,HI,96743,236118,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,5.0,2020-05-11T00:00:00Z,Hawaii First FCU,HI-02,Residential remodelers
40800.0,Honolulu,HI,96814,523930,Sole Proprietorship,Asian,Male Owned,Unanswered,False,5.0,2020-04-29T00:00:00Z,"American Savings Bank, FSB",HI-01,Investment advice
40800.0,Kaunakakai,HI,96748,524210,Corporation,Unanswered,Unanswered,Unanswered,False,4.0,2020-04-29T00:00:00Z,"American Savings Bank, FSB",HI-02,Insurance agencies and brokerages
40800.0,Kailua,HI,96734,488510,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,3.0,2020-04-11T00:00:00Z,Bank of Hawaii,HI-02,Freight transportation arrangement
40800.0,Waipahu,HI,96797,621210,Corporation,Unanswered,Unanswered,Unanswered,False,7.0,2020-04-12T00:00:00Z,Central Pacific Bank,HI-01,Offices of dentists
40800.0,Honolulu,HI,96814,722513,Corporation,Unanswered,Unanswered,Unanswered,False,8.0,2020-04-06T00:00:00Z,Central Pacific Bank,HI-01,Limited-service restaurants
40800.0,Hilo,HI,96720,722410,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-14T00:00:00Z,Central Pacific Bank,HI-02,Drinking places (alcoholic beverages)
40800.0,Kapaa,HI,96746,238210,Corporation,Unanswered,Unanswered,Unanswered,False,5.0,2020-04-08T00:00:00Z,"American Savings Bank, FSB",HI-02,Electrical and wiring contractors
40800.0,Honolulu,HI,96814,722511,Corporation,Unanswered,Male Owned,Non-Veteran,False,4.0,2020-04-15T00:00:00Z,First Hawaiian Bank,HI-01,Full-service restaurants
40800.0,Princeville,HI,96722,424490,Corporation,White,Unanswered,Non-Veteran,False,4.0,2020-04-15T00:00:00Z,First Hawaiian Bank,HI-02,Other grocery and related products merchant wholesalers
40797.0,Hanapepe,HI,96716,325620,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-03T00:00:00Z,Cross River Bank,HI-02,Toilet preparation manufacturing
40765.0,Honolulu,HI,96822,812112,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,4.0,2020-04-09T00:00:00Z,Bank of Hawaii,HI-01,Beauty salons
40752.0,Honolulu,HI,96815,722513,Corporation,Unanswered,Unanswered,Unanswered,False,11.0,2020-04-27T00:00:00Z,Bank of Hawaii,HI-01,Limited-service restaurants
40747.5,Honaunau,HI,96726,811490,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,4.0,2020-05-05T00:00:00Z,Hawaii Community FCU,HI-02,Other personal and household goods repair and maintenance
40712.5,Honolulu,HI,96822,423460,Corporation,Unanswered,Unanswered,Unanswered,False,5.0,2020-04-27T00:00:00Z,First Hawaiian Bank,HI-01,Ophthalmic goods merchant wholesalers
40700.0,Honolulu,HI,96815,722511,Corporation,Asian,Female Owned,Non-Veteran,False,15.0,2020-04-11T00:00:00Z,"American Savings Bank, FSB",HI-01,Full-service restaurants
40700.0,Kailua Kona,HI,96740,424420,Cooperative,Unanswered,Unanswered,Unanswered,False,12.0,2020-04-04T00:00:00Z,"American Savings Bank, FSB",HI-02,Packaged frozen food merchant wholesalers
40700.0,Hilo,HI,96720,445110,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,10.0,2020-04-30T00:00:00Z,First Hawaiian Bank,HI-02,Supermarkets and other grocery retailers (except convenience retailers)
40700.0,Honolulu,HI,96814,621210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,5.0,2020-04-05T00:00:00Z,Central Pacific Bank,HI-01,Offices of dentists
40700.0,Kahului,HI,96732,621111,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,4.0,2020-04-05T00:00:00Z,"American Savings Bank, FSB",HI-02,Offices of physicians (except mental health specialists)
40700.0,Honolulu,HI,96822,624310,Professional Association,Unanswered,Unanswered,Unanswered,False,3.0,2020-04-05T00:00:00Z,"American Savings Bank, FSB",HI-01,Vocational rehabilitation services
40700.0,Wailuku,HI,96793,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,3.0,2020-04-05T00:00:00Z,Bank of Hawaii,HI-02,Offices of physicians (except mental health specialists)
40700.0,Kailua,HI,96734,621320,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,False,7.0,2020-04-06T00:00:00Z,Central Pacific Bank,HI-02,Offices of optometrists
40700.0,Honolulu,HI,96819,611610,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,13.0,2020-05-01T00:00:00Z,"American Savings Bank, FSB",HI-01,Fine arts schools
